L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42
0,0,7,412,440,14,14,17,60,32,298,51,56,49,24,32,26,15,29,6,67,0,60,447,21,47,0,23,12,354,9,17,14,18,5,3,31,14,230,1,35,0
0,0,10,422,445,17,14,7,45,37,281,58,58,55,33,32,26,17,26,6,53,0,60,447,21,55,0,25,10,361,16,17,14,18,7,3,32,3,232,1,39,0
0,0,6,422,445,15,8,7,58,44,285,17,45,60,37,23,33,21,26,6,49,0,61,447,21,59,0,2,23,361,7,13,23,18,7,3,19,3,235,1,41,0
0,0,6,422,431,15,8,8,42,34,305,20,48,65,15,23,38,25,37,6,49,0,60,448,16,45,0,5,23,353,7,13,26,4,2,2,26,0,116,1,43,0
0,0,8,415,428,15,9,8,49,35,295,20,43,66,14,26,35,11,37,6,49,0,67,448,16,45,0,18,24,353,7,13,26,4,2,4,35,0,116,1,49,0
0,0,5,422,478,17,12,8,29,35,293,20,47,68,14,17,26,23,22,6,75,0,56,448,21,45,0,16,21,349,1,8,26,4,6,4,21,4,122,1,64,0
0,0,7,423,457,16,12,9,33,35,300,20,44,68,14,21,16,26,23,3,72,0,56,448,21,47,0,16,21,355,4,8,26,6,11,14,43,4,124,7,66,0
0,0,8,418,457,13,12,9,39,47,299,22,34,66,16,21,21,36,23,3,77,0,56,448,21,47,0,16,21,353,20,8,26,8,13,14,47,13,139,7,68,0
0,0,10,421,447,21,14,12,29,34,308,22,40,66,21,21,13,49,29,3,84,0,61,432,7,28,0,25,26,353,20,8,15,11,17,16,51,21,147,7,71,0
0,0,5,423,437,25,6,22,30,41,369,5,32,66,10,15,7,49,12,3,84,0,60,439,11,31,0,14,10,349,19,0,15,15,17,12,45,21,157,7,71,0
0,0,5,423,436,25,6,25,17,42,352,15,35,66,17,17,9,55,17,3,78,0,49,445,11,34,0,14,10,355,19,0,15,15,19,12,53,28,167,7,75,0
0,0,11,413,438,16,13,25,24,46,365,16,19,67,21,17,15,33,17,3,80,0,53,449,12,37,0,25,10,348,22,0,15,15,19,12,55,12,172,8,87,0
0,0,9,415,402,16,7,25,25,46,371,26,24,79,29,7,20,34,17,6,83,0,46,453,12,37,0,16,16,358,3,0,15,14,10,9,30,24,185,1,91,0
0,0,15,409,384,24,7,14,38,25,351,29,17,79,33,7,23,12,12,10,89,0,51,409,10,21,0,23,7,366,7,3,4,14,10,9,36,18,187,1,63,0
0,0,15,414,436,26,20,17,31,32,354,29,21,76,26,9,24,15,16,10,89,0,53,427,10,30,0,23,9,366,7,6,4,14,19,9,44,20,191,1,63,0
0,0,15,419,434,19,20,17,31,32,351,33,15,76,26,11,8,7,20,10,78,0,43,432,10,30,0,23,12,364,7,6,4,10,13,20,50,13,191,0,63,0
0,0,13,418,409,22,13,19,11,32,333,28,21,73,33,7,7,13,21,10,78,0,55,446,10,34,0,7,12,367,15,13,8,17,17,23,24,13,193,0,69,0
0,0,13,426,409,25,13,11,23,33,337,29,19,90,33,14,11,23,25,10,74,0,51,456,10,34,0,7,5,362,15,22,9,18,17,24,29,15,189,1,69,0
0,0,13,397,409,26,13,11,41,16,344,31,25,80,33,17,25,32,25,10,69,0,45,432,7,19,0,7,5,363,22,22,9,8,4,15,45,18,195,2,72,7
0,0,14,405,396,12,3,15,65,20,365,31,16,81,23,13,34,21,28,13,67,0,49,454,9,24,0,0,5,370,21,20,9,8,4,20,38,19,195,2,72,0
0,0,17,403,404,14,3,15,82,21,372,34,15,84,13,13,40,23,28,13,61,0,52,454,19,24,0,0,6,370,24,20,9,11,4,20,45,19,210,2,72,0
0,0,22,422,404,14,6,18,75,36,368,36,17,74,13,20,29,31,20,18,66,0,52,454,23,24,0,0,6,355,27,20,10,3,0,9,51,12,210,3,72,0
0,0,27,422,404,14,22,18,94,36,367,39,28,64,16,25,7,22,20,15,68,0,49,454,27,27,0,3,7,358,27,20,10,11,0,10,53,19,213,3,93,0
0,1,23,414,400,19,26,19,92,32,351,14,49,63,18,17,22,23,24,15,58,0,42,425,24,23,0,6,12,355,6,0,1,11,2,10,32,16,220,3,97,0
0,1,24,422,403,15,26,21,112,35,319,18,42,60,18,17,35,22,33,15,63,0,55,431,24,27,0,11,12,358,6,0,1,8,6,1,45,24,222,2,99,0
0,7,24,409,403,16,26,12,78,35,313,18,48,60,18,18,17,25,24,15,70,0,50,433,24,27,0,12,18,356,15,0,1,10,6,13,48,18,222,6,99,3
0,11,4,413,386,20,7,14,80,41,363,26,30,64,22,14,25,31,24,15,71,5,50,444,24,29,0,9,19,370,17,3,2,11,6,17,28,25,226,9,114,0
0,11,9,403,392,23,8,16,64,46,361,26,37,63,22,15,24,31,32,15,71,0,53,447,36,29,0,12,25,367,17,3,2,4,6,16,34,11,226,7,114,0
0,11,10,397,395,12,18,16,47,35,351,26,15,51,25,20,7,10,32,15,71,0,57,449,26,20,0,13,25,356,22,3,1,4,10,16,44,14,239,14,114,0
0,14,16,410,383,13,18,5,45,44,352,26,23,46,40,31,18,11,13,16,68,0,59,463,26,22,0,15,14,352,22,3,1,8,13,16,44,3,239,14,125,0
0,20,14,401,372,13,11,5,44,44,358,15,19,47,32,21,19,7,13,16,63,0,67,474,31,37,0,10,17,363,5,3,1,5,9,14,29,6,240,9,131,0
0,20,18,404,377,13,13,5,56,44,353,35,23,50,32,23,14,9,13,16,72,0,63,521,31,37,0,10,17,349,6,5,1,5,9,16,31,6,244,9,131,0
0,20,18,403,395,6,16,9,51,44,343,35,23,46,32,25,11,24,16,16,79,0,61,521,31,37,0,11,19,359,8,9,1,47,13,17,33,6,247,9,136,0
0,20,12,405,395,8,5,7,64,17,328,38,24,45,34,11,4,37,3,16,78,0,53,461,21,22,0,9,5,358,3,9,0,44,4,13,22,6,138,8,73,0
0,20,14,399,397,19,11,10,39,22,328,41,26,46,41,16,12,47,3,16,66,0,61,461,21,22,0,20,5,358,3,9,16,47,4,13,24,11,142,8,78,0
0,27,17,408,397,19,15,19,41,28,323,41,15,47,13,18,13,27,3,23,63,0,59,461,30,22,0,25,5,359,6,14,18,47,4,13,47,8,146,10,80,0
0,27,30,409,375,27,15,19,25,28,325,42,16,49,14,18,8,37,7,23,58,2,61,461,34,22,0,32,16,359,6,16,18,48,8,1,68,12,149,17,90,0
0,27,24,402,385,26,10,20,30,28,320,27,20,49,18,15,9,14,4,23,71,6,68,461,34,22,0,24,14,360,3,7,21,48,8,3,63,21,150,17,90,0
0,28,24,414,397,27,10,20,48,16,313,27,21,52,18,15,20,21,7,23,72,0,67,429,17,12,0,24,15,360,3,12,21,49,8,6,67,21,163,18,90,0
0,31,24,403,383,27,15,20,55,16,309,27,20,63,18,15,28,19,7,8,77,2,56,445,17,12,0,24,22,355,8,16,21,58,8,5,87,17,168,10,92,0
0,31,2,412,380,27,9,23,53,24,305,27,31,63,30,4,16,25,9,8,70,0,53,445,19,14,0,8,22,361,8,13,21,62,8,12,40,17,171,10,92,0
0,31,13,411,389,4,19,8,46,35,302,28,28,73,26,7,6,27,7,8,81,0,69,453,20,14,0,12,12,360,12,13,21,63,8,12,44,3,183,12,92,0
0,31,13,419,395,4,19,9,56,35,266,31,32,70,26,18,10,27,7,8,79,0,70,469,20,18,0,14,14,366,12,19,25,18,0,10,47,3,185,2,92,0
0,31,13,419,387,14,19,10,44,20,250,31,15,69,32,19,14,25,7,8,88,0,69,447,8,14,0,24,16,369,21,19,9,21,5,10,57,3,188,5,94,0
0,32,17,414,395,14,13,10,49,29,250,4,18,69,32,20,19,30,7,8,92,0,71,452,50,19,0,17,16,369,21,6,9,21,5,14,27,12,191,7,94,0
0,32,23,414,399,18,13,2,69,29,242,4,36,72,33,28,37,35,2,8,86,0,74,455,52,24,0,17,5,366,23,6,9,10,9,10,30,10,199,7,102,0
0,38,23,407,400,16,18,2,70,29,245,8,39,74,21,28,24,38,2,8,86,0,83,460,52,24,0,17,9,366,23,6,9,11,9,18,32,25,201,11,102,0
0,42,13,419,400,16,16,4,54,32,259,9,49,79,21,13,5,62,2,11,79,0,82,468,52,28,0,11,9,355,12,0,11,15,9,18,26,15,232,22,102,0
0,44,13,424,419,16,16,4,55,16,275,10,33,64,21,13,21,47,2,11,77,0,84,445,55,24,0,12,9,355,13,0,6,11,12,17,30,15,243,17,102,0
0,46,13,424,412,20,16,3,50,19,262,10,38,57,21,19,31,50,0,11,97,0,77,458,59,26,0,15,4,353,15,10,9,11,12,17,37,5,243,23,102,0
0,46,13,434,413,14,28,5,62,24,257,10,19,63,21,19,25,23,2,11,103,0,70,466,59,26,0,18,8,357,16,12,9,11,12,21,39,5,251,27,105,0
0,46,3,416,420,25,20,5,42,39,255,6,21,54,6,6,22,24,2,11,106,0,82,475,59,26,0,18,10,346,6,12,10,2,8,10,43,5,259,12,106,0
0,46,14,423,420,25,24,9,37,42,261,6,10,54,3,6,23,13,3,11,106,0,75,475,59,26,0,21,13,355,6,12,13,2,8,10,56,5,295,12,108,0
0,52,16,414,410,32,28,7,43,32,270,8,21,58,3,6,15,17,6,11,100,0,78,450,58,9,0,23,9,371,6,12,14,2,11,10,65,10,298,12,35,0
0,52,13,422,417,30,10,13,24,32,282,11,17,58,9,5,17,33,6,11,99,0,81,467,63,9,0,13,9,378,0,15,15,0,3,1,55,10,303,2,36,0
0,53,13,416,417,31,10,13,28,32,343,24,23,57,18,5,12,41,14,11,102,0,86,471,63,14,0,13,14,366,0,15,15,3,7,3,66,20,306,3,40,0
0,58,13,422,402,31,16,18,11,39,343,35,15,63,18,6,4,26,21,3,111,0,86,471,63,14,0,13,14,367,0,15,18,12,7,5,75,20,306,3,45,0
0,58,13,422,408,31,19,19,31,41,329,39,15,71,18,14,14,38,18,3,106,0,86,471,63,14,0,13,6,358,0,19,18,12,15,5,81,10,306,3,47,0
0,59,0,411,409,7,11,19,45,37,325,37,10,67,18,14,19,28,18,4,110,0,88,440,23,5,0,3,6,370,0,9,7,14,18,5,39,13,306,11,47,0
0,65,0,422,396,3,11,20,56,37,315,37,25,70,26,14,19,24,18,4,115,0,91,466,23,9,0,6,12,365,1,9,7,14,18,6,53,3,306,52,50,0
0,70,0,411,400,3,11,20,48,37,320,37,37,70,29,17,13,32,18,4,121,0,91,477,23,13,0,6,18,365,5,9,13,2,14,1,56,3,313,51,51,0
0,81,3,413,400,3,6,12,35,37,277,37,39,70,30,11,18,15,1,4,117,0,93,477,25,13,0,4,13,374,10,0,18,14,15,7,30,0,321,55,51,0
0,82,9,420,416,5,7,12,42,39,277,37,45,66,12,54,26,23,3,4,114,0,89,477,25,13,0,41,13,378,10,0,18,14,16,10,42,0,321,57,53,0
0,58,9,410,402,7,7,12,21,12,249,37,39,72,12,71,32,15,3,4,109,0,82,449,23,8,2,42,13,360,15,1,14,19,2,9,45,1,187,47,55,0
0,69,9,418,403,7,11,14,29,12,203,37,45,71,12,75,25,19,4,4,108,0,91,454,24,15,44,42,13,360,15,3,17,19,3,9,47,1,192,48,57,0
0,69,11,417,407,7,8,9,33,12,186,4,26,64,12,72,13,11,7,4,104,0,90,423,24,19,49,39,1,346,5,3,17,19,3,12,33,1,207,48,61,0
0,69,11,419,405,11,8,9,36,12,168,4,33,60,20,72,19,11,7,4,87,0,90,423,28,23,52,39,1,335,5,3,23,13,1,7,47,8,211,9,69,0
0,71,11,408,422,16,11,18,23,31,160,4,15,61,17,72,17,7,7,4,90,4,85,430,30,26,67,47,7,316,5,7,23,22,1,7,53,11,211,9,73,0
0,73,5,408,415,24,10,18,33,25,150,6,23,59,19,71,15,11,11,4,81,9,85,428,16,20,116,53,19,323,0,4,12,31,1,15,33,17,218,9,80,0
0,73,5,391,405,30,12,18,21,26,149,6,19,51,21,74,31,9,14,4,84,6,82,427,16,20,133,53,28,318,0,4,12,24,2,12,34,14,218,8,80,0
0,73,5,387,406,32,22,18,35,26,127,11,26,46,27,77,36,16,14,4,85,0,87,438,21,22,269,55,28,317,4,4,12,29,2,14,50,14,222,8,80,0
0,73,8,406,401,34,25,18,29,36,121,11,18,45,33,77,18,15,18,4,89,0,96,428,26,23,295,55,34,313,4,4,12,29,5,16,52,7,231,8,80,0
0,80,5,395,406,23,20,27,29,42,110,11,20,41,33,77,31,27,18,4,88,0,89,426,31,27,336,19,43,318,4,0,14,15,9,9,29,10,231,0,80,0
0,80,5,395,404,23,20,16,19,23,104,20,39,41,25,77,28,41,11,1,88,0,88,377,24,17,371,25,26,314,5,0,2,15,9,12,37,6,233,4,45,0
0,81,5,374,415,23,20,16,15,23,94,20,39,43,25,80,10,34,16,1,91,0,91,383,24,17,389,25,26,316,5,0,2,17,14,14,49,6,236,11,45,0
0,81,2,375,423,28,1,16,20,23,83,20,50,44,29,30,8,36,16,1,93,0,87,398,27,17,448,15,31,316,1,0,2,3,9,12,33,0,239,16,45,0
0,83,2,363,411,9,1,16,7,28,70,20,35,38,36,30,15,10,18,3,88,0,76,403,27,22,481,15,34,314,6,0,2,6,10,12,38,11,239,16,45,0
0,83,2,355,414,9,5,4,8,28,63,20,46,38,40,31,23,15,9,3,86,0,69,403,27,22,531,19,12,311,6,1,12,14,13,12,46,11,237,22,47,0
0,83,2,368,418,11,5,17,2,5,62,23,36,42,15,31,22,11,11,3,79,0,69,374,12,10,571,19,12,311,8,1,14,11,4,5,49,14,242,11,47,0
0,83,0,367,388,17,4,17,13,5,61,20,41,49,20,10,16,16,11,3,70,0,64,377,19,15,626,15,15,313,11,4,14,11,4,5,20,4,256,11,47,0
0,83,6,382,377,12,15,17,20,5,56,23,22,38,21,10,12,31,15,3,69,0,64,377,19,15,692,15,19,307,14,4,14,11,4,5,32,4,260,18,52,0
0,86,6,371,378,14,19,15,26,14,42,23,28,38,24,10,31,49,8,3,61,5,64,399,19,15,719,10,14,301,14,8,14,21,0,4,39,1,260,10,52,0
0,86,7,383,381,23,15,15,29,20,42,23,12,34,24,0,28,56,12,3,60,0,55,401,19,19,771,4,21,312,13,7,14,21,10,4,25,1,260,11,53,0
0,40,11,365,386,23,15,15,26,17,42,36,26,32,20,4,13,63,24,3,60,0,60,373,11,9,814,4,21,311,14,7,4,21,14,4,28,3,260,19,53,3
0,53,12,365,390,20,20,15,34,28,38,36,33,33,13,15,10,51,28,3,72,5,61,382,16,15,915,4,21,312,14,11,7,21,14,4,42,3,267,14,53,0
0,57,12,376,393,25,20,2,25,28,38,36,34,32,13,16,17,48,24,3,69,0,54,399,23,21,951,4,12,305,14,11,11,21,14,7,43,3,273,28,53,0
0,58,7,384,371,26,5,9,33,39,36,27,38,33,14,16,17,52,29,3,61,12,54,403,23,21,976,0,13,310,9,5,12,22,14,9,27,12,282,36,55,0
0,58,8,392,377,26,5,18,26,41,36,27,16,39,14,21,2,23,29,3,66,0,54,403,23,23,993,0,18,307,9,5,17,10,0,8,44,9,282,27,55,0
0,58,10,384,382,26,5,22,26,26,32,31,25,41,14,23,0,30,40,3,64,7,48,374,25,14,1067,0,21,313,13,5,17,10,1,8,47,9,293,27,62,0
0,58,4,394,365,22,0,23,26,27,21,37,21,42,6,8,10,21,21,2,66,6,41,382,25,14,1092,0,9,307,6,1,17,16,1,8,37,6,293,31,69,0
0,58,4,388,373,22,10,23,26,31,14,40,34,44,6,12,13,35,22,2,70,0,45,394,35,14,1095,0,9,313,9,3,17,6,1,2,37,13,294,7,69,0
0,66,9,393,386,22,17,23,16,37,1,40,30,47,7,12,6,35,26,2,74,0,46,399,35,24,1145,0,10,312,12,3,17,10,1,2,42,13,294,7,72,0
0,66,9,393,388,27,17,23,24,37,1,40,48,40,7,13,24,57,26,2,78,0,42,408,35,24,1145,0,10,316,12,6,17,11,1,2,52,25,298,7,76,0
0,67,8,399,381,17,17,1,9,18,1,20,26,41,7,7,27,43,6,2,73,0,43,384,21,10,1144,0,12,321,6,5,13,5,0,2,21,13,111,4,31,0
0,67,8,399,387,19,18,1,11,18,1,30,29,41,6,7,12,54,6,2,72,0,42,400,21,10,1157,0,13,331,20,6,15,5,4,2,36,22,112,7,31,0
0,67,8,396,402,22,22,11,7,22,0,30,17,42,6,13,9,39,6,2,65,0,51,420,21,14,1157,0,13,344,25,8,15,5,5,10,39,11,116,7,31,0
0,67,3,399,384,24,5,16,8,22,0,30,17,40,7,8,10,47,6,2,67,0,46,420,29,15,1161,5,14,344,24,3,15,3,5,10,26,21,116,12,31,0
0,67,3,390,391,13,5,20,19,22,0,30,17,33,7,8,10,29,1,2,57,0,52,420,31,21,1162,5,13,337,25,3,15,11,5,12,36,11,116,14,31,0
0,67,3,380,418,16,12,23,35,14,0,30,19,39,8,8,9,44,1,2,68,0,53,420,22,11,1169,15,15,347,31,5,13,14,6,12,47,19,116,14,42,3
0,67,3,384,412,16,12,23,36,14,0,30,29,36,5,8,7,55,1,2,63,0,48,421,24,11,1169,15,18,343,40,5,15,14,1,2,52,9,118,7,44,0
0,67,0,374,416,17,7,23,28,18,0,12,50,34,2,7,6,39,7,2,66,0,49,431,24,11,1241,14,18,347,20,2,17,19,1,2,39,9,129,7,46,0
0,74,1,383,412,17,8,8,29,22,0,18,57,30,2,7,13,43,7,2,60,0,44,437,27,11,1248,15,6,349,20,2,19,22,1,2,50,7,133,7,49,3
0,83,1,378,435,11,8,8,8,22,0,18,42,32,2,7,16,21,13,2,56,0,44,437,41,21,1248,15,6,364,22,2,19,11,0,1,53,7,133,5,49,0
0,50,9,382,413,17,1,8,18,13,0,18,42,42,2,8,18,25,13,2,56,0,49,421,22,10,1253,2,7,363,6,0,13,14,0,5,30,7,139,5,49,0
0,53,10,387,416,19,4,10,16,13,0,18,32,45,2,8,13,20,13,2,46,0,51,425,22,10,1253,2,10,363,11,1,13,14,4,13,44,7,139,5,49,0
0,58,10,381,420,19,4,2,14,13,0,19,37,51,0,8,10,26,6,2,42,0,51,431,32,10,1253,2,5,369,11,1,13,6,11,13,52,9,143,8,49,4
0,62,10,395,404,13,4,2,14,13,0,27,28,51,0,12,11,22,9,0,45,0,55,440,34,12,1253,2,5,369,11,1,16,14,11,13,58,13,143,12,51,6
6,64,4,385,404,13,3,2,14,14,0,24,30,51,4,7,19,43,9,0,43,0,59,445,34,12,1253,0,5,363,5,1,16,14,13,16,33,12,144,12,52,0
0,64,4,391,406,13,3,3,33,1,0,25,33,62,5,14,22,27,13,4,40,0,47,431,21,12,1253,0,5,367,5,1,4,8,9,14,51,16,147,7,52,0
0,72,4,384,399,15,3,1,20,1,0,25,40,63,5,14,13,40,7,6,52,0,43,431,21,13,1253,2,0,359,5,1,6,9,15,18,62,7,147,11,52,0
0,72,0,388,395,8,0,1,23,1,0,25,29,62,5,13,10,28,8,6,52,0,43,431,24,13,1253,2,8,366,4,5,6,9,15,19,39,7,151,11,54,0
0,75,0,392,398,4,0,1,12,1,0,25,42,66,6,13,32,34,12,6,48,0,43,436,24,13,1253,3,14,362,9,5,6,1,6,8,48,9,160,7,57,0
4,77,0,406,403,6,0,1,12,1,0,29,43,60,13,13,37,43,14,6,48,0,52,444,24,13,1253,3,14,364,9,5,6,5,6,11,58,14,162,11,57,6
0,85,5,406,384,6,1,0,15,9,0,33,30,57,17,16,14,24,16,6,54,0,57,427,7,11,1253,3,14,364,10,5,3,8,6,11,58,16,162,22,28,0
0,85,7,390,393,6,1,0,20,9,0,16,35,52,17,7,13,29,18,6,60,0,57,435,11,11,1253,1,14,372,10,0,4,7,0,3,30,17,162,19,28,0
0,88,7,391,402,5,1,0,26,11,0,25,30,49,15,7,17,18,18,6,67,0,58,438,13,11,1253,1,18,376,12,0,4,7,0,4,31,14,162,21,29,0
2,91,7,381,383,6,5,0,42,13,0,25,31,53,13,7,14,24,18,8,63,0,68,453,13,15,1253,1,18,376,12,2,4,9,2,4,38,17,162,21,29,0
0,97,2,386,398,10,4,0,54,13,0,25,21,50,13,2,5,21,11,8,62,0,70,453,13,15,1253,3,5,364,3,2,4,2,4,8,19,18,162,3,29,0
0,98,6,391,398,10,7,9,44,13,0,25,22,49,13,2,4,21,11,8,60,0,70,427,10,4,1253,10,5,374,3,2,1,2,4,8,23,21,165,3,29,0
0,102,13,383,387,8,7,9,50,18,0,25,6,51,16,2,4,9,11,8,60,0,73,429,10,4,1253,15,5,365,11,2,7,2,8,12,36,10,167,3,32,0
0,102,13,383,387,14,12,13,50,26,0,25,7,55,16,8,5,17,15,8,50,0,73,430,10,4,1253,15,7,367,11,2,9,2,6,11,42,14,167,3,32,3
0,108,23,377,394,17,10,13,56,29,0,9,12,57,4,6,11,18,7,11,50,0,84,431,10,9,1253,13,3,374,9,0,9,2,10,13,37,4,167,3,32,0
0,115,23,377,401,19,10,13,26,33,0,9,16,55,4,7,10,18,7,11,47,0,86,435,10,22,1253,13,3,378,9,3,9,2,10,13,44,6,167,6,35,0
0,76,27,384,383,17,10,13,30,24,0,9,6,55,8,7,4,4,16,11,47,0,86,425,11,18,1253,13,6,375,9,3,8,2,4,2,49,3,58,6,35,6
0,76,16,388,384,17,10,13,8,27,0,9,7,54,14,11,0,25,17,11,58,0,91,429,12,18,1253,6,7,375,6,5,8,2,8,2,42,3,58,21,35,0
6,80,16,385,394,17,15,3,12,27,0,9,10,47,18,11,25,28,13,11,58,0,96,433,12,18,1253,6,5,384,6,5,8,6,8,9,51,1,63,21,42,0
0,82,16,388,365,17,20,12,11,27,0,11,14,44,14,11,26,39,24,11,56,0,97,440,12,24,1253,6,6,384,6,5,8,8,4,7,77,8,64,15,42,3
4,82,17,391,366,18,25,14,16,30,0,14,22,41,14,11,4,39,24,11,53,0,92,451,12,27,1253,13,7,365,7,5,8,13,4,7,80,7,74,15,42,0
0,84,1,381,366,1,23,16,15,14,0,5,19,37,14,20,12,20,28,11,53,0,98,423,8,18,1253,7,9,379,3,0,0,13,4,7,59,7,77,15,42,0
0,88,1,385,346,3,26,16,16,14,0,5,30,34,15,23,10,24,18,11,41,0,98,430,8,22,1253,7,5,371,3,0,0,11,5,0,63,3,81,0,42,0
7,88,6,372,346,8,26,16,22,14,0,5,21,34,15,25,19,12,23,11,41,0,104,430,8,23,1253,7,10,372,3,3,4,11,10,0,68,3,86,2,46,0
0,88,5,372,352,8,13,26,14,15,0,10,26,43,5,20,21,19,23,11,49,0,96,435,8,23,1253,1,11,365,2,3,4,12,11,5,26,3,88,6,46,0
0,88,5,369,362,10,15,32,40,15,0,13,30,49,1,23,23,13,23,11,49,0,92,439,8,23,1253,8,21,369,2,3,4,3,13,5,36,9,88,6,46,0
0,88,24,381,352,12,15,16,42,5,0,16,31,55,3,24,24,24,8,11,43,0,83,417,3,16,1253,8,16,359,2,3,4,3,13,5,41,6,88,6,20,0
0,93,28,381,359,14,15,24,58,7,0,16,15,55,3,24,6,12,10,11,48,0,83,434,3,20,1253,8,16,373,3,3,4,3,13,5,54,6,93,6,20,10
0,100,23,369,363,14,15,27,51,8,0,11,24,55,18,4,9,19,14,11,50,0,83,441,6,20,1253,9,19,370,1,3,4,0,6,17,39,0,101,0,20,0
3,100,23,370,344,9,15,27,63,11,0,17,28,53,23,4,13,28,20,11,60,0,87,443,16,20,1253,10,19,373,1,3,5,7,10,21,41,0,104,6,21,0
0,100,26,373,351,12,15,14,62,11,0,25,37,53,30,6,6,24,13,11,59,0,96,444,16,24,1253,15,3,368,1,4,5,11,10,21,52,0,106,6,21,0
4,100,3,377,352,21,7,14,39,7,0,31,37,57,30,7,6,34,20,11,59,0,102,422,16,15,1253,12,3,369,0,4,1,11,7,21,30,7,106,6,30,0
4,100,3,368,352,21,7,14,39,8,0,31,22,57,30,7,4,20,20,0,61,4,105,433,16,19,1253,12,3,354,0,4,1,14,7,21,33,7,106,8,30,0
0,100,3,372,356,21,7,14,28,8,0,36,33,53,31,7,6,31,20,0,61,0,112,438,16,24,1253,12,3,356,0,4,1,14,7,25,33,11,106,8,30,0
0,100,8,374,357,18,9,8,40,8,0,38,33,54,38,12,6,25,8,0,64,0,109,438,19,28,1253,12,0,349,1,4,1,3,15,24,33,7,115,2,30,0
0,100,8,366,366,18,14,8,28,14,0,31,40,57,18,6,10,29,10,0,65,0,84,443,19,28,1253,7,11,357,4,0,1,5,16,24,15,7,127,2,30,2
0,24,8,366,351,18,14,18,37,11,0,37,37,48,21,14,16,24,24,0,60,0,83,402,3,18,1253,7,15,355,4,0,0,5,18,28,20,3,129,2,30,3
0,26,19,368,355,18,15,18,20,11,0,37,37,48,25,14,15,35,24,0,52,0,84,415,3,18,1253,17,19,363,4,4,2,2,22,30,27,4,135,0,35,0
0,26,14,381,357,6,10,18,29,11,0,38,28,49,25,9,10,20,22,0,44,0,79,430,3,18,1253,14,19,356,3,8,2,2,25,30,25,2,139,0,35,0
0,26,14,372,343,12,12,22,30,11,0,38,33,46,27,9,11,24,30,0,39,0,79,439,3,18,1253,16,19,361,6,8,2,7,25,30,29,2,139,0,35,0
0,34,14,384,350,22,21,22,33,12,0,38,16,44,15,14,16,9,30,0,42,0,83,441,3,18,1253,16,19,354,13,8,2,15,9,23,29,9,139,0,37,6
5,34,16,396,355,25,21,26,27,5,0,47,27,42,14,15,14,31,30,0,42,0,82,410,0,5,1253,16,27,362,13,8,2,15,9,31,32,10,151,0,37,0
0,34,2,376,341,27,18,11,11,8,0,23,22,57,16,8,9,30,14,0,42,0,91,423,0,14,1253,2,20,363,10,0,3,17,9,31,25,9,151,0,37,0
0,34,9,391,358,24,18,13,24,8,0,34,27,57,16,8,13,30,18,0,42,0,87,430,6,22,1253,2,20,366,10,2,3,21,0,23,33,10,158,1,37,0
0,34,9,390,363,31,22,18,21,8,0,39,27,57,16,8,32,30,18,0,41,0,85,436,6,22,1253,9,20,364,10,2,3,21,0,25,45,12,161,3,37,0
0,38,7,394,374,31,11,18,28,8,0,42,20,51,16,11,20,18,18,6,52,0,87,443,6,22,1253,7,20,369,0,2,3,21,0,25,43,12,166,3,37,0
0,38,7,386,357,31,11,16,16,10,0,43,24,54,5,11,14,22,4,6,54,0,72,416,7,17,3,11,12,361,0,2,10,9,0,13,45,11,122,11,17,0
0,42,7,387,365,15,11,16,16,10,0,45,19,53,7,11,18,17,9,6,49,0,65,429,7,17,3,21,15,368,2,2,10,9,0,16,59,11,134,11,19,0
0,42,7,396,365,18,11,19,18,14,0,45,23,67,13,11,29,31,16,6,49,0,75,438,19,20,3,21,18,376,2,6,14,9,0,16,72,0,138,14,19,0
0,42,1,385,349,25,1,19,26,16,0,24,13,63,14,13,47,17,16,6,49,0,77,457,19,20,3,16,28,376,2,5,16,2,1,3,35,1,138,11,19,0
0,42,10,391,353,25,1,16,22,24,0,26,32,65,18,17,87,28,12,6,49,0,78,470,19,22,3,16,16,379,2,7,16,2,1,3,64,8,149,11,19,0
0,45,18,385,357,13,3,16,38,22,0,31,30,69,16,17,73,23,12,6,49,0,77,443,15,13,3,18,20,379,2,7,26,5,1,6,109,9,155,14,19,0
0,50,19,396,368,22,8,20,29,23,0,34,39,74,71,36,66,30,12,6,50,0,83,454,17,18,3,4,20,373,0,4,30,5,1,5,89,8,162,7,20,0
0,52,20,414,394,26,8,25,67,35,0,34,26,74,83,43,24,18,12,6,49,0,86,459,17,18,3,10,22,378,5,6,31,11,12,5,97,11,174,7,21,0
0,56,23,418,554,43,10,14,62,94,0,41,36,77,83,45,10,18,1,6,40,0,92,459,51,22,3,12,6,367,15,6,31,11,12,5,101,10,181,7,21,0
0,68,30,424,554,36,19,15,60,94,0,45,25,83,83,46,26,7,1,6,40,0,88,465,55,36,3,13,6,382,20,9,37,6,11,2,110,10,187,4,23,0
0,44,11,423,530,38,18,17,89,78,0,21,34,76,80,42,25,13,1,6,45,0,87,441,42,23,3,15,6,373,20,8,28,13,44,2,83,18,187,4,23,0
